vessel_id,event_timestamp,arrival_hour,cargo_volume,berth_wait_minutes,port_congestion,weather,previous_delay_hours,crane_available,delayed
V01276,2024-04-16 08:00:00,8,630.1,28.0,Low,Cloudy,0.21,1,0
V01277,2024-04-16 10:00:00,10,1629.0,50.5,Medium,Clear,0.1,1,1
V01278,2024-04-16 12:00:00,12,1063.7,57.4,High,Storm,3.16,1,0
V01279,2024-04-16 14:00:00,14,801.9,57.2,Low,Rain,1.35,1,0
V01280,2024-04-16 16:00:00,16,1437.1,21.0,Low,Cloudy,0.43,1,0
V01281,2024-04-16 18:00:00,18,100.0,60.6,Low,Clear,1.4,1,0
V01282,2024-04-16 20:00:00,20,100.0,8.8,Medium,Clear,1.0,1,0
V01283,2024-04-16 22:00:00,22,1258.1,48.7,Low,Cloudy,1.76,1,0
V01284,2024-04-17 00:00:00,0,927.2,33.9,Medium,Clear,0.79,1,1
V01285,2024-04-17 02:00:00,2,1012.7,98.3,High,Cloudy,2.02,0,0
V01286,2024-04-17 04:00:00,4,303.1,34.7,Low,Clear,0.5,1,0
V01287,2024-04-17 06:00:00,6,889.5,36.6,Medium,Clear,1.16,1,0
V01288,2024-04-17 08:00:00,8,1801.6,25.3,Low,Clear,1.92,1,1
V01289,2024-04-17 10:00:00,10,1270.9,13.7,Low,Clear,1.21,1,0
V01290,2024-04-17 12:00:00,12,976.4,100.9,High,Clear,3.91,1,1
V01291,2024-04-17 14:00:00,14,702.4,23.8,Medium,Rain,1.74,1,0
V01292,2024-04-17 16:00:00,16,722.4,73.3,High,Cloudy,1.38,0,1
V01293,2024-04-17 18:00:00,18,100.0,58.6,Medium,Rain,0.69,1,0
V01294,2024-04-17 20:00:00,20,1015.9,75.3,Low,Cloudy,1.18,1,0
V01295,2024-04-17 22:00:00,22,1280.5,49.8,Medium,Rain,2.5,1,1
V01296,2024-04-18 00:00:00,0,191.0,28.9,Low,Clear,0.61,0,0
V01297,2024-04-18 02:00:00,2,602.4,86.8,High,Rain,0.38,1,0
V01298,2024-04-18 04:00:00,4,379.1,0.0,Medium,Rain,0.61,1,0
V01299,2024-04-18 06:00:00,6,465.6,5.0,Low,Cloudy,0.58,1,0
V01300,2024-04-18 08:00:00,8,924.1,40.6,Medium,Clear,1.55,1,1
V01301,2024-04-18 10:00:00,10,100.0,32.2,Medium,Cloudy,3.58,1,0
V01302,2024-04-18 12:00:00,12,1176.4,40.0,High,Clear,0.17,1,0
V01303,2024-04-18 14:00:00,14,1239.2,56.4,Low,Clear,1.02,1,0
V01304,2024-04-18 16:00:00,16,787.0,41.5,Low,Cloudy,0.33,1,0
V01305,2024-04-18 18:00:00,18,100.0,38.5,Low,Rain,1.3,1,0
V01306,2024-04-18 20:00:00,20,451.6,32.7,Medium,Clear,1.44,0,0
V01307,2024-04-18 22:00:00,22,1454.8,52.0,Medium,Clear,0.58,1,1
V01308,2024-04-19 00:00:00,0,100.0,47.9,Low,Rain,1.58,1,0
V01309,2024-04-19 02:00:00,2,743.6,43.4,Medium,Clear,0.49,1,0
V01310,2024-04-19 04:00:00,4,369.0,61.1,Medium,Clear,0.48,1,0
V01311,2024-04-19 06:00:00,6,1262.1,15.1,Low,Cloudy,0.41,1,1
V01312,2024-04-19 08:00:00,8,596.2,82.4,High,Rain,0.62,1,1
V01313,2024-04-19 10:00:00,10,1081.8,78.6,Medium,Clear,0.94,1,0
V01314,2024-04-19 12:00:00,12,1154.5,80.8,Medium,Clear,0.84,1,1
V01315,2024-04-19 14:00:00,14,1726.3,83.2,Medium,Clear,1.11,1,0
V01316,2024-04-19 16:00:00,16,808.7,42.1,Low,Clear,1.52,0,0
V01317,2024-04-19 18:00:00,18,1069.2,80.8,High,Rain,1.12,0,1
V01318,2024-04-19 20:00:00,20,231.7,38.8,Medium,Rain,3.11,1,0
V01319,2024-04-19 22:00:00,22,1435.7,4.8,Medium,Clear,1.0,0,0
V01320,2024-04-20 00:00:00,0,557.8,46.4,High,Clear,1.81,0,1
V01321,2024-04-20 02:00:00,2,647.7,75.8,High,Clear,0.14,1,0
V01322,2024-04-20 04:00:00,4,890.0,77.3,High,Clear,1.11,0,1
V01323,2024-04-20 06:00:00,6,196.7,70.3,Low,Clear,0.83,1,0
V01324,2024-04-20 08:00:00,8,1002.9,67.9,Low,Clear,0.77,1,0
V01325,2024-04-20 10:00:00,10,1335.4,32.8,Medium,Rain,2.46,1,1
V01326,2024-04-20 12:00:00,12,1031.8,70.5,Medium,Clear,4.02,1,0
V01327,2024-04-20 14:00:00,14,185.0,38.1,Medium,Cloudy,1.53,1,0
V01328,2024-04-20 16:00:00,16,844.3,97.1,High,Clear,0.1,1,0
V01329,2024-04-20 18:00:00,18,1233.9,55.2,Low,Rain,0.55,1,1
V01330,2024-04-20 20:00:00,20,100.0,66.1,Low,Storm,0.18,1,0
V01331,2024-04-20 22:00:00,22,416.4,37.7,Medium,Clear,1.08,1,0
V01332,2024-04-21 00:00:00,0,1294.4,60.4,Low,Clear,1.37,1,0
V01333,2024-04-21 02:00:00,2,1021.5,3.2,Medium,Cloudy,0.12,0,0
V01334,2024-04-21 04:00:00,4,1085.4,82.4,Medium,Clear,2.8,1,1
V01335,2024-04-21 06:00:00,6,1736.8,49.4,Medium,Clear,0.25,1,0
V01336,2024-04-21 08:00:00,8,1110.8,49.9,Medium,Clear,1.32,1,0
V01337,2024-04-21 10:00:00,10,1196.0,0.0,Medium,Rain,2.75,1,0
V01338,2024-04-21 12:00:00,12,2119.8,40.3,Medium,Clear,1.1,1,1
V01339,2024-04-21 14:00:00,14,803.8,68.9,Low,Clear,0.45,1,0
V01340,2024-04-21 16:00:00,16,541.0,39.3,Medium,Clear,0.43,1,0
V01341,2024-04-21 18:00:00,18,1092.5,67.8,Medium,Cloudy,1.13,1,1
V01342,2024-04-21 20:00:00,20,1097.5,35.9,Low,Clear,1.82,1,1
V01343,2024-04-21 22:00:00,22,663.0,76.6,Medium,Rain,1.28,1,0
V01344,2024-04-22 00:00:00,0,435.4,84.8,High,Cloudy,0.42,1,1
V01345,2024-04-22 02:00:00,2,1939.4,11.7,Low,Clear,0.82,1,0
V01346,2024-04-22 04:00:00,4,1047.1,51.4,Medium,Clear,0.35,1,0
V01347,2024-04-22 06:00:00,6,570.5,120.0,High,Rain,0.35,1,1
V01348,2024-04-22 08:00:00,8,1312.2,92.4,High,Rain,0.33,0,1
V01349,2024-04-22 10:00:00,10,850.9,47.1,Medium,Clear,0.65,1,0
V01350,2024-04-22 12:00:00,12,786.2,106.4,Medium,Clear,0.9,1,0
V01351,2024-04-22 14:00:00,14,1153.0,109.0,High,Clear,1.0,0,0
V01352,2024-04-22 16:00:00,16,318.7,70.4,Medium,Clear,1.22,1,0
V01353,2024-04-22 18:00:00,18,1058.7,42.9,Low,Clear,0.44,1,0
V01354,2024-04-22 20:00:00,20,1760.8,53.3,Low,Clear,0.92,1,1
V01355,2024-04-22 22:00:00,22,1109.8,99.1,High,Clear,1.02,0,0
V01356,2024-04-23 00:00:00,0,730.7,0.0,Medium,Rain,2.29,1,0
V01357,2024-04-23 02:00:00,2,671.8,44.9,Low,Rain,0.13,1,0
V01358,2024-04-23 04:00:00,4,715.3,31.0,Low,Rain,0.19,1,0
V01359,2024-04-23 06:00:00,6,785.7,67.5,High,Cloudy,1.47,1,1
V01360,2024-04-23 08:00:00,8,730.0,45.1,Medium,Cloudy,1.6,1,0
V01361,2024-04-23 10:00:00,10,1312.3,41.1,High,Clear,1.47,1,1
V01362,2024-04-23 12:00:00,12,120.1,4.9,Medium,Cloudy,1.46,1,0
V01363,2024-04-23 14:00:00,14,1287.9,111.2,High,Clear,3.58,1,1
V01364,2024-04-23 16:00:00,16,729.1,91.6,High,Clear,2.09,0,1
V01365,2024-04-23 18:00:00,18,1069.6,0.0,Low,Storm,0.15,1,0
V01366,2024-04-23 20:00:00,20,392.9,35.6,Medium,Rain,0.72,1,0
V01367,2024-04-23 22:00:00,22,1497.9,57.0,Low,Clear,0.68,1,1
V01368,2024-04-24 00:00:00,0,1460.5,73.0,High,Cloudy,0.84,1,1
V01369,2024-04-24 02:00:00,2,1331.8,66.1,Low,Clear,0.6,1,1
V01370,2024-04-24 04:00:00,4,218.4,76.2,Medium,Clear,0.28,1,0
V01371,2024-04-24 06:00:00,6,1273.1,46.1,High,Clear,1.04,1,1
V01372,2024-04-24 08:00:00,8,1082.2,31.4,Low,Clear,2.41,1,0
V01373,2024-04-24 10:00:00,10,177.6,68.8,High,Cloudy,0.58,1,0
V01374,2024-04-24 12:00:00,12,889.1,0.3,Low,Clear,1.21,1,1
V01375,2024-04-24 14:00:00,14,1064.0,13.6,Medium,Clear,0.86,1,0
V01376,2024-04-24 16:00:00,16,1150.2,29.8,Medium,Storm,1.46,1,1
V01377,2024-04-24 18:00:00,18,979.8,34.0,Medium,Clear,0.79,1,0
V01378,2024-04-24 20:00:00,20,1031.1,57.1,Medium,Clear,0.5,1,0
V01379,2024-04-24 22:00:00,22,1563.1,106.1,High,Clear,0.61,1,0
V01380,2024-04-25 00:00:00,0,1451.7,47.8,Low,Clear,2.34,1,1
V01381,2024-04-25 02:00:00,2,100.0,68.8,Medium,Clear,0.96,1,0
V01382,2024-04-25 04:00:00,4,757.2,73.3,High,Cloudy,0.94,1,1
V01383,2024-04-25 06:00:00,6,825.9,95.1,High,Rain,2.28,1,1
V01384,2024-04-25 08:00:00,8,111.6,31.3,Low,Clear,2.61,1,1
V01385,2024-04-25 10:00:00,10,942.4,69.0,High,Clear,0.19,1,1
V01386,2024-04-25 12:00:00,12,1461.9,82.4,Low,Clear,1.79,1,1
V01387,2024-04-25 14:00:00,14,411.0,0.0,Medium,Rain,1.0,1,0
V01388,2024-04-25 16:00:00,16,1051.4,3.2,Medium,Clear,2.62,1,0
V01389,2024-04-25 18:00:00,18,487.9,89.6,High,Clear,0.13,0,0
V01390,2024-04-25 20:00:00,20,597.6,28.4,Low,Storm,1.14,1,0
V01391,2024-04-25 22:00:00,22,1564.8,0.0,Low,Cloudy,1.52,1,0
V01392,2024-04-26 00:00:00,0,655.8,53.6,High,Clear,0.69,0,0
V01393,2024-04-26 02:00:00,2,1108.0,11.9,Low,Clear,1.7,1,0
V01394,2024-04-26 04:00:00,4,100.0,72.3,Medium,Clear,1.81,0,1
V01395,2024-04-26 06:00:00,6,1738.0,80.3,Medium,Storm,0.87,1,0
V01396,2024-04-26 08:00:00,8,1171.2,91.0,Medium,Clear,0.82,1,1
V01397,2024-04-26 10:00:00,10,817.9,0.0,Low,Clear,1.96,1,0
V01398,2024-04-26 12:00:00,12,1159.0,0.8,Low,Cloudy,1.12,1,0
V01399,2024-04-26 14:00:00,14,265.6,44.1,High,Clear,1.44,0,1
V01400,2024-04-26 16:00:00,16,1432.1,82.2,Medium,Clear,1.11,1,1
V01401,2024-04-26 18:00:00,18,754.2,45.4,Low,Rain,1.06,1,0
V01402,2024-04-26 20:00:00,20,808.2,37.0,Low,Clear,0.82,1,0
V01403,2024-04-26 22:00:00,22,678.8,40.7,Low,Rain,1.52,1,0
V01404,2024-04-27 00:00:00,0,638.7,78.6,High,Rain,0.4,0,1
V01405,2024-04-27 02:00:00,2,1212.6,7.0,Low,Clear,0.14,1,0
V01406,2024-04-27 04:00:00,4,1015.2,47.8,Low,Cloudy,0.93,1,0
V01407,2024-04-27 06:00:00,6,1193.3,45.3,Medium,Rain,2.65,1,1
V01408,2024-04-27 08:00:00,8,896.0,5.0,Low,Cloudy,1.12,1,0
V01409,2024-04-27 10:00:00,10,1130.9,49.4,Low,Cloudy,0.75,1,0
V01410,2024-04-27 12:00:00,12,711.5,69.4,High,Clear,0.66,0,0
V01411,2024-04-27 14:00:00,14,1903.4,55.7,Medium,Clear,0.62,0,1
V01412,2024-04-27 16:00:00,16,194.4,31.9,Low,Cloudy,0.01,1,0
V01413,2024-04-27 18:00:00,18,1467.4,72.3,Medium,Clear,2.38,1,1
V01414,2024-04-27 20:00:00,20,1515.6,40.5,Low,Clear,0.56,1,0
V01415,2024-04-27 22:00:00,22,516.5,12.9,Low,Clear,0.95,1,0
V01416,2024-04-28 00:00:00,0,1903.2,58.1,Medium,Clear,0.71,1,1
V01417,2024-04-28 02:00:00,2,1348.0,58.9,Medium,Rain,0.47,1,0
V01418,2024-04-28 04:00:00,4,1337.0,62.8,Medium,Rain,2.47,0,1
V01419,2024-04-28 06:00:00,6,912.6,105.9,High,Rain,0.29,0,1
V01420,2024-04-28 08:00:00,8,802.2,19.6,Low,Clear,1.56,1,1
V01421,2024-04-28 10:00:00,10,805.8,96.7,High,Clear,0.17,0,0
V01422,2024-04-28 12:00:00,12,1075.7,6.9,Medium,Rain,0.82,1,0
V01423,2024-04-28 14:00:00,14,1530.5,32.0,Low,Clear,2.21,1,0
V01424,2024-04-28 16:00:00,16,981.6,73.1,High,Cloudy,0.59,1,0
V01425,2024-04-28 18:00:00,18,489.9,71.2,Low,Cloudy,1.45,1,0
V01426,2024-04-28 20:00:00,20,1271.0,46.1,Medium,Clear,0.57,1,0
V01427,2024-04-28 22:00:00,22,1314.5,65.2,Medium,Clear,0.69,1,1
V01428,2024-04-29 00:00:00,0,1194.6,0.0,Low,Cloudy,1.73,1,0
V01429,2024-04-29 02:00:00,2,1235.5,71.2,High,Clear,1.47,0,0
V01430,2024-04-29 04:00:00,4,778.1,13.8,Low,Rain,2.67,1,0
V01431,2024-04-29 06:00:00,6,482.0,141.9,High,Cloudy,0.59,1,0
V01432,2024-04-29 08:00:00,8,509.3,18.3,Low,Clear,1.25,1,0
V01433,2024-04-29 10:00:00,10,164.0,36.8,Low,Cloudy,1.0,1,0
V01434,2024-04-29 12:00:00,12,1006.6,53.2,Medium,Clear,1.28,1,0
V01435,2024-04-29 14:00:00,14,862.4,40.3,High,Clear,2.08,1,0
V01436,2024-04-29 16:00:00,16,702.0,21.8,Low,Storm,0.49,1,0
V01437,2024-04-29 18:00:00,18,100.0,90.1,High,Cloudy,1.21,0,1
V01438,2024-04-29 20:00:00,20,338.7,37.1,Low,Cloudy,2.45,1,0
V01439,2024-04-29 22:00:00,22,1404.4,0.0,Medium,Rain,1.0,1,0
V01440,2024-04-30 00:00:00,0,600.9,35.8,Medium,Clear,1.72,1,0
V01441,2024-04-30 02:00:00,2,1062.3,60.5,Low,Clear,0.08,0,1
V01442,2024-04-30 04:00:00,4,274.2,94.7,High,Clear,1.04,1,0
V01443,2024-04-30 06:00:00,6,1547.4,80.5,Medium,Clear,0.62,1,1
V01444,2024-04-30 08:00:00,8,835.2,25.4,Medium,Clear,1.46,1,0
V01445,2024-04-30 10:00:00,10,1030.5,82.0,Medium,Clear,1.22,1,0
V01446,2024-04-30 12:00:00,12,1946.6,48.9,Medium,Cloudy,0.41,1,0
V01447,2024-04-30 14:00:00,14,1582.4,89.8,Medium,Clear,0.2,1,1
V01448,2024-04-30 16:00:00,16,762.0,80.1,High,Cloudy,3.67,1,0
V01449,2024-04-30 18:00:00,18,633.1,0.0,Medium,Rain,1.3,1,0
V01450,2024-04-30 20:00:00,20,753.5,71.2,Medium,Storm,1.28,1,0
V01451,2024-04-30 22:00:00,22,1129.5,38.9,Medium,Clear,0.48,1,1
V01452,2024-05-01 00:00:00,0,852.6,40.6,Medium,Rain,0.71,1,1
V01453,2024-05-01 02:00:00,2,722.1,13.7,Medium,Rain,2.47,1,0
V01454,2024-05-01 04:00:00,4,1560.2,90.6,Medium,Clear,1.02,1,1
V01455,2024-05-01 06:00:00,6,848.6,37.0,Medium,Clear,2.53,1,0
V01456,2024-05-01 08:00:00,8,1934.8,119.4,High,Clear,1.31,1,1
V01457,2024-05-01 10:00:00,10,940.8,69.2,High,Cloudy,2.13,0,1
V01458,2024-05-01 12:00:00,12,1703.4,56.8,High,Cloudy,0.07,1,1
V01459,2024-05-01 14:00:00,14,1060.8,113.0,High,Clear,0.45,0,1
V01460,2024-05-01 16:00:00,16,1333.3,48.2,Medium,Rain,1.0,1,1
V01461,2024-05-01 18:00:00,18,573.9,48.4,Medium,Clear,0.77,1,0
V01462,2024-05-01 20:00:00,20,515.8,3.0,Low,Clear,1.46,1,0
V01463,2024-05-01 22:00:00,22,1106.9,38.6,Medium,Rain,0.2,1,0
V01464,2024-05-02 00:00:00,0,1344.8,45.7,Low,Storm,0.2,1,0
V01465,2024-05-02 02:00:00,2,918.1,2.5,Low,Rain,1.42,1,0
V01466,2024-05-02 04:00:00,4,321.1,66.5,High,Clear,2.06,1,0
V01467,2024-05-02 06:00:00,6,287.9,69.5,High,Clear,0.7,1,0
V01468,2024-05-02 08:00:00,8,257.8,51.7,Medium,Clear,2.73,1,0
V01469,2024-05-02 10:00:00,10,104.6,72.0,Low,Clear,0.91,1,0
V01470,2024-05-02 12:00:00,12,949.3,42.5,Medium,Clear,0.68,1,0
V01471,2024-05-02 14:00:00,14,1406.3,32.7,Medium,Rain,0.54,1,1
V01472,2024-05-02 16:00:00,16,894.0,148.7,High,Cloudy,0.45,1,0
V01473,2024-05-02 18:00:00,18,100.0,69.2,High,Clear,1.65,0,0
V01474,2024-05-02 20:00:00,20,814.2,30.2,Low,Clear,0.39,1,0
V01475,2024-05-02 22:00:00,22,826.7,26.1,Low,Clear,0.32,1,1
V01476,2024-05-03 00:00:00,0,1843.2,28.1,Low,Clear,0.42,0,1
V01477,2024-05-03 02:00:00,2,244.3,36.9,Low,Cloudy,0.92,1,0
V01478,2024-05-03 04:00:00,4,724.2,73.0,Medium,Clear,0.98,1,0
V01479,2024-05-03 06:00:00,6,1667.6,45.1,Low,Rain,1.58,1,1
V01480,2024-05-03 08:00:00,8,1102.5,61.9,Low,Clear,0.85,1,0
V01481,2024-05-03 10:00:00,10,1153.5,61.1,Low,Clear,0.18,1,0
V01482,2024-05-03 12:00:00,12,951.6,40.2,Low,Storm,0.65,1,1
V01483,2024-05-03 14:00:00,14,1048.5,59.4,Medium,Clear,0.94,1,0
V01484,2024-05-03 16:00:00,16,1249.9,62.7,Low,Clear,0.51,1,0
V01485,2024-05-03 18:00:00,18,535.7,52.2,High,Cloudy,1.22,0,0
V01486,2024-05-03 20:00:00,20,1295.1,97.5,Low,Clear,0.03,1,1
V01487,2024-05-03 22:00:00,22,282.1,22.2,Low,Clear,0.84,1,0
V01488,2024-05-04 00:00:00,0,1047.8,26.2,Low,Clear,2.38,1,0
V01489,2024-05-04 02:00:00,2,980.4,19.7,Medium,Clear,2.01,1,0
V01490,2024-05-04 04:00:00,4,622.7,5.4,Low,Clear,1.05,1,0
V01491,2024-05-04 06:00:00,6,889.8,74.4,Medium,Clear,0.97,1,0
V01492,2024-05-04 08:00:00,8,619.9,91.8,Low,Rain,1.36,1,0
V01493,2024-05-04 10:00:00,10,417.7,65.8,High,Rain,0.32,1,0
V01494,2024-05-04 12:00:00,12,740.9,43.7,Low,Clear,1.89,1,0
V01495,2024-05-04 14:00:00,14,403.2,55.5,Medium,Clear,2.67,1,0
V01496,2024-05-04 16:00:00,16,1045.3,105.0,High,Clear,0.84,0,1
V01497,2024-05-04 18:00:00,18,382.5,90.5,Low,Clear,1.05,0,0
V01498,2024-05-04 20:00:00,20,1220.4,73.0,Low,Clear,1.6,1,1
V01499,2024-05-04 22:00:00,22,368.3,74.0,High,Rain,0.46,1,1
V01500,2024-05-05 00:00:00,0,645.2,48.2,Low,Clear,2.74,1,0
V01501,2024-05-05 02:00:00,2,618.9,50.7,Low,Clear,3.61,1,0
V01502,2024-05-05 04:00:00,4,1496.3,49.5,Medium,Cloudy,1.46,1,1
V01503,2024-05-05 06:00:00,6,1048.6,7.6,Low,Rain,2.9,1,1
V01504,2024-05-05 08:00:00,8,804.7,60.0,High,Clear,0.27,1,1
V01505,2024-05-05 10:00:00,10,1124.4,78.7,Medium,Clear,1.18,1,1
V01506,2024-05-05 12:00:00,12,100.0,81.3,Medium,Storm,0.09,0,0
V01507,2024-05-05 14:00:00,14,880.6,29.8,Low,Clear,0.65,1,0
V01508,2024-05-05 16:00:00,16,1798.9,56.5,Medium,Cloudy,0.67,1,1
V01509,2024-05-05 18:00:00,18,959.6,79.9,Medium,Cloudy,0.52,1,0
V01510,2024-05-05 20:00:00,20,930.6,0.0,Low,Clear,0.28,1,0
V01511,2024-05-05 22:00:00,22,1146.7,68.8,High,Clear,1.44,0,1
V01512,2024-05-06 00:00:00,0,1303.0,100.4,Medium,Clear,0.42,1,0
V01513,2024-05-06 02:00:00,2,100.0,87.5,High,Clear,1.45,1,0
V01514,2024-05-06 04:00:00,4,143.0,6.8,Low,Clear,0.89,1,0
V01515,2024-05-06 06:00:00,6,994.6,37.9,Low,Rain,1.24,1,0
V01516,2024-05-06 08:00:00,8,578.3,75.5,Medium,Cloudy,0.57,1,0
V01517,2024-05-06 10:00:00,10,1490.4,16.3,High,Rain,0.88,0,1
V01518,2024-05-06 12:00:00,12,758.2,54.4,Medium,Storm,4.09,1,0
V01519,2024-05-06 14:00:00,14,100.0,25.7,Low,Cloudy,1.21,1,0
V01520,2024-05-06 16:00:00,16,329.4,39.0,High,Clear,2.74,0,0
V01521,2024-05-06 18:00:00,18,100.0,37.0,Low,Clear,2.64,1,0
V01522,2024-05-06 20:00:00,20,794.6,31.6,Low,Cloudy,0.22,1,0
V01523,2024-05-06 22:00:00,22,815.2,49.4,Medium,Cloudy,2.63,1,0
V01524,2024-05-07 00:00:00,0,709.0,26.3,Low,Clear,0.88,1,0
V01525,2024-05-07 02:00:00,2,1385.5,9.5,Low,Cloudy,0.67,1,1
V01526,2024-05-07 04:00:00,4,1439.3,0.0,Low,Clear,0.33,1,0
V01527,2024-05-07 06:00:00,6,823.3,62.7,High,Clear,0.23,1,0
V01528,2024-05-07 08:00:00,8,100.0,56.5,Low,Rain,1.41,1,1
V01529,2024-05-07 10:00:00,10,1177.8,55.8,Medium,Clear,0.22,1,1
V01530,2024-05-07 12:00:00,12,1149.9,78.3,High,Clear,1.46,0,1
V01531,2024-05-07 14:00:00,14,1039.2,24.0,Medium,Cloudy,0.36,1,0
V01532,2024-05-07 16:00:00,16,1341.7,40.7,Medium,Cloudy,0.77,1,1
V01533,2024-05-07 18:00:00,18,375.8,68.4,Medium,Clear,0.98,1,0
V01534,2024-05-07 20:00:00,20,1803.9,62.6,Medium,Cloudy,0.39,1,1
V01535,2024-05-07 22:00:00,22,468.3,38.1,Medium,Clear,0.25,1,0
V01536,2024-05-08 00:00:00,0,1237.2,14.7,High,Cloudy,0.69,0,0
V01537,2024-05-08 02:00:00,2,140.7,63.1,High,Clear,0.53,0,0
V01538,2024-05-08 04:00:00,4,481.4,37.9,Medium,Storm,0.6,1,0
V01539,2024-05-08 06:00:00,6,1582.4,12.3,Low,Rain,1.52,1,1
V01540,2024-05-08 08:00:00,8,782.6,69.7,High,Clear,2.32,1,1
V01541,2024-05-08 10:00:00,10,1278.0,55.4,Low,Clear,0.66,0,0
V01542,2024-05-08 12:00:00,12,1006.6,79.1,High,Clear,1.52,0,1
V01543,2024-05-08 14:00:00,14,852.8,59.7,Low,Cloudy,0.55,1,0
V01544,2024-05-08 16:00:00,16,1513.7,12.3,Medium,Cloudy,0.5,1,0
V01545,2024-05-08 18:00:00,18,793.5,72.4,High,Cloudy,0.69,1,0
V01546,2024-05-08 20:00:00,20,100.0,1.5,Medium,Rain,2.07,1,0
V01547,2024-05-08 22:00:00,22,538.5,24.3,Low,Clear,0.16,1,0
V01548,2024-05-09 00:00:00,0,1148.0,53.9,High,Cloudy,0.13,1,1
V01549,2024-05-09 02:00:00,2,1078.0,82.0,Medium,Clear,3.14,1,0
V01550,2024-05-09 04:00:00,4,194.8,45.2,Low,Cloudy,0.37,1,0
V01551,2024-05-09 06:00:00,6,574.0,75.4,Medium,Clear,0.78,1,0
V01552,2024-05-09 08:00:00,8,638.2,39.3,Medium,Rain,0.59,1,0
V01553,2024-05-09 10:00:00,10,735.5,24.5,Medium,Clear,2.69,1,0
V01554,2024-05-09 12:00:00,12,280.8,8.7,Low,Clear,2.05,1,0
V01555,2024-05-09 14:00:00,14,617.2,56.6,Medium,Clear,0.25,1,0
V01556,2024-05-09 16:00:00,16,572.1,125.3,High,Rain,0.99,1,1
V01557,2024-05-09 18:00:00,18,1247.2,45.3,Low,Clear,1.22,1,1
V01558,2024-05-09 20:00:00,20,1264.1,40.6,Medium,Clear,1.49,1,0
V01559,2024-05-09 22:00:00,22,834.4,45.3,Medium,Clear,0.07,0,0
V01560,2024-05-10 00:00:00,0,723.6,79.2,High,Clear,0.13,1,1
V01561,2024-05-10 02:00:00,2,963.0,100.7,Medium,Rain,1.58,1,0
V01562,2024-05-10 04:00:00,4,532.5,110.8,High,Storm,0.21,1,0
V01563,2024-05-10 06:00:00,6,383.9,41.5,Low,Rain,1.2,1,0
V01564,2024-05-10 08:00:00,8,476.9,52.7,Medium,Rain,0.27,1,0
V01565,2024-05-10 10:00:00,10,614.3,87.5,High,Clear,0.14,1,0
V01566,2024-05-10 12:00:00,12,376.4,92.4,High,Clear,0.36,0,0
V01567,2024-05-10 14:00:00,14,972.9,39.7,Medium,Cloudy,0.86,1,0
V01568,2024-05-10 16:00:00,16,1228.4,28.9,Medium,Cloudy,1.16,1,1
V01569,2024-05-10 18:00:00,18,185.8,75.8,Medium,Clear,1.28,1,0
V01570,2024-05-10 20:00:00,20,911.3,35.5,Low,Cloudy,1.73,1,0
V01571,2024-05-10 22:00:00,22,801.0,103.7,High,Clear,0.38,0,1
V01572,2024-05-11 00:00:00,0,1053.7,121.2,High,Clear,1.65,0,1
V01573,2024-05-11 02:00:00,2,894.2,63.0,Medium,Clear,0.94,1,0
V01574,2024-05-11 04:00:00,4,245.9,44.0,Low,Rain,1.07,1,0
V01575,2024-05-11 06:00:00,6,331.9,115.0,Low,Cloudy,4.36,1,0
V01576,2024-05-11 08:00:00,8,913.2,40.2,Low,Clear,1.44,1,0
V01577,2024-05-11 10:00:00,10,1363.0,22.7,Medium,Rain,0.72,0,1
V01578,2024-05-11 12:00:00,12,100.0,43.0,Medium,Rain,0.61,1,0
V01579,2024-05-11 14:00:00,14,1055.6,73.8,Low,Clear,0.87,1,0
V01580,2024-05-11 16:00:00,16,1435.3,17.6,Medium,Rain,0.17,1,0
V01581,2024-05-11 18:00:00,18,831.1,61.2,High,Clear,1.2,1,0
V01582,2024-05-11 20:00:00,20,1147.6,62.7,Low,Clear,0.86,1,1
V01583,2024-05-11 22:00:00,22,583.6,43.2,Medium,Clear,1.06,1,0
V01584,2024-05-12 00:00:00,0,846.3,47.2,Medium,Clear,0.93,1,0
V01585,2024-05-12 02:00:00,2,170.6,61.8,Low,Clear,0.19,1,0
V01586,2024-05-12 04:00:00,4,100.0,32.1,Medium,Clear,1.48,1,0
V01587,2024-05-12 06:00:00,6,1324.2,13.3,Medium,Clear,0.49,1,0
V01588,2024-05-12 08:00:00,8,456.8,0.3,Low,Cloudy,1.89,1,0
V01589,2024-05-12 10:00:00,10,695.0,49.5,Low,Cloudy,1.58,0,1
V01590,2024-05-12 12:00:00,12,276.1,86.5,High,Clear,3.01,1,0
V01591,2024-05-12 14:00:00,14,265.5,17.7,Low,Clear,0.87,1,0
V01592,2024-05-12 16:00:00,16,821.8,21.0,Medium,Clear,1.73,0,0
V01593,2024-05-12 18:00:00,18,571.7,43.2,Medium,Rain,3.26,1,0
V01594,2024-05-12 20:00:00,20,1070.1,107.9,High,Rain,0.45,0,0
V01595,2024-05-12 22:00:00,22,1103.6,29.1,Medium,Clear,2.07,1,0
V01596,2024-05-13 00:00:00,0,1044.4,63.4,High,Cloudy,1.42,1,1
V01597,2024-05-13 02:00:00,2,1007.4,20.2,Medium,Cloudy,0.31,0,0
V01598,2024-05-13 04:00:00,4,1610.0,40.8,Medium,Storm,0.77,1,0
V01599,2024-05-13 06:00:00,6,419.6,58.5,Medium,Clear,4.86,1,0
